Player,Role,Games,CrossAccuracy,CrossesPerGame,KeyPassesPerGame,Consistency,TurnoverRate,Rating
A. Ljajić,FW,29,0.526,3.966,0.483,0.536,0.474,75.238
F. Di Francesco,FW,21,0.357,3.048,0.238,0.092,0.643,67.357
A. Belotti,FW,20,0.436,1.750,0.050,0.000,0.564,65.942
Álex Berenguer,FW,17,0.383,3.588,0.176,0.000,0.617,66.928
A. Stoian,FW,32,0.482,7.875,0.125,0.459,0.518,78.715
Suso,FW,35,0.474,8.229,0.429,0.545,0.526,81.027
F. Borini,FW,26,0.400,5.000,0.154,0.277,0.600,71.758
A. Nalini,FW,23,0.447,4.870,0.217,0.373,0.553,71.760
A. Budimir,FW,7,0.414,1.286,0.143,0.000,0.586,64.024
José Callejón,FW,38,0.452,5.289,0.316,0.438,0.548,76.210
D. Verde,FW,30,0.429,6.167,0.167,0.503,0.571,75.629
A. Cerci,FW,23,0.357,3.391,0.130,0.037,0.643,67.742
M. Fares,FW,30,0.302,7.833,0.067,0.314,0.698,74.934
Gil Dias,FW,18,0.373,2.167,0.000,0.000,0.627,65.048
G. Simeone,FW,23,0.306,2.261,0.043,0.000,0.694,65.342
R. Zekhnini,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
G. Higuaín,FW,29,0.452,2.517,0.172,0.239,0.548,70.313
P. Dybala,FW,29,0.577,3.793,0.103,0.378,0.423,73.947
Diego Farias,FW,23,0.358,2.043,0.043,0.000,0.642,65.819
S. Floccari,FW,10,0.410,1.900,0.000,0.047,0.590,64.274
S. Palombi,FW,1,0.429,1.000,0.000,1.000,0.571,64.441
A. Paloschi,FW,15,0.378,1.667,0.067,0.000,0.622,64.359
M. Borriello,FW,7,0.310,1.286,0.000,0.000,0.690,63.092
A. Ciciretti,FW,12,0.396,5.917,0.500,0.159,0.604,68.947
M. D'Alessandro,FW,15,0.397,2.867,0.467,0.019,0.603,66.820
M. Coda,FW,14,0.435,1.857,0.000,0.243,0.565,65.266
G. Caprari,FW,29,0.367,2.034,0.207,0.000,0.633,67.930
F. Quagliarella,FW,33,0.379,3.394,0.000,0.172,0.621,69.945
F. Bonazzoli,FW,3,0.346,2.000,0.000,0.000,0.654,62.911
D. Berardi,FW,30,0.401,4.733,0.333,0.353,0.599,73.604
G. Pandev,FW,23,0.353,2.087,0.000,0.000,0.647,65.646
M. Politano,FW,35,0.335,6.000,0.343,0.199,0.665,74.383
A. Galabinov,FW,11,0.441,1.273,0.000,0.118,0.559,64.268
R. Palladino,FW,4,0.419,5.750,1.000,0.301,0.581,65.280
R. Inglese,FW,24,0.383,1.667,0.125,0.000,0.617,66.230
K. Lasagna,FW,21,0.319,2.476,0.238,0.000,0.681,66.025
C. Théréau,FW,15,0.321,2.200,0.067,0.000,0.679,64.220
M. Pucciarelli,FW,12,0.326,2.167,0.083,0.000,0.674,63.979
S. Perica,FW,5,0.429,1.600,0.200,0.000,0.571,64.389
S. Pellissier,FW,5,0.385,1.200,0.000,0.000,0.615,63.732
M. Destro,FW,9,0.310,1.000,0.000,0.000,0.690,62.748
K. Cissé,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
Simy,FW,9,0.438,1.333,0.000,0.000,0.562,63.990
G. Pazzini,FW,15,0.316,1.200,0.067,0.000,0.684,63.242
M. Sau,FW,14,0.455,1.714,0.071,0.235,0.545,65.525
P. Cutrone,FW,14,0.243,1.214,0.000,0.000,0.757,62.227
M. Icardi,FW,22,0.345,1.591,0.091,0.000,0.655,65.092
C. Ünder,FW,24,0.347,3.250,0.250,0.000,0.653,68.017
D. Falcinelli,FW,22,0.269,1.455,0.000,0.000,0.731,63.599
S. Edera,FW,3,0.348,1.000,0.000,0.000,0.652,62.635
A. Ragusa,FW,17,0.340,1.941,0.235,0.000,0.660,64.962
A. Matri,FW,10,0.389,1.600,0.100,0.000,0.611,64.023
M. Niang,FW,27,0.352,2.519,0.037,0.000,0.648,67.180
R. Palacio,FW,24,0.376,3.708,0.333,0.212,0.624,69.759
L. Pavoletti,FW,21,0.386,1.762,0.000,0.000,0.614,65.330
M. Trotta,FW,26,0.392,2.269,0.038,0.035,0.608,67.314
M. Tumminello,FW,6,0.387,1.833,0.000,0.000,0.613,63.949
M. Antenucci,FW,28,0.347,1.857,0.143,0.000,0.653,66.915
C. Immobile,FW,24,0.472,2.167,0.083,0.374,0.528,68.802
D. Zapata,FW,26,0.277,2.423,0.154,0.000,0.723,66.155
P. Schick,FW,8,0.400,1.875,0.125,0.000,0.600,64.255
M. Antonucci,FW,2,0.400,2.500,0.000,0.000,0.600,63.768
Maxi López,FW,12,0.270,1.417,0.000,0.000,0.730,62.631
G. Lapadula,FW,7,0.290,1.571,0.000,0.000,0.710,63.118
R. Orsolini,FW,12,0.447,2.250,0.333,0.254,0.553,66.231
A. Tonev,FW,5,0.300,4.000,0.000,0.000,0.700,64.500
B. Petković,FW,14,0.311,1.786,0.000,0.000,0.689,63.456
F. Ricci,FW,18,0.361,4.889,0.222,0.047,0.639,68.455
Ryder Matos,FW,14,0.271,2.000,0.000,0.000,0.729,63.217
C. Lombardi,FW,17,0.408,3.294,0.294,0.192,0.592,67.665
A. Ounas,FW,5,0.400,2.000,0.200,0.202,0.600,64.588
V. Parigini,FW,18,0.311,3.000,0.333,0.105,0.689,66.373
L. Boyé,FW,12,0.326,2.167,0.000,0.000,0.674,63.777
L. Vido,FW,3,0.538,2.000,0.667,1.000,0.462,64.682
G. Puşcaş,FW,3,0.423,2.000,0.000,0.108,0.577,63.230
O. Okwonkwo,FW,6,0.429,1.333,0.000,0.097,0.571,64.044
N. Giannetti,FW,4,0.429,2.000,0.250,0.307,0.571,63.175
M. Stępiński,FW,6,0.357,1.333,0.167,0.000,0.643,63.770
M. Kean,FW,10,0.395,1.800,0.100,0.075,0.605,64.324
Lee Seung-Woo,FW,11,0.286,1.364,0.000,0.000,0.714,62.732
N. Kalinić,FW,9,0.355,1.222,0.000,0.000,0.645,63.253
André Silva,FW,13,0.325,1.538,0.000,0.000,0.675,63.313
D. Kownacki,FW,15,0.277,1.800,0.000,0.000,0.723,63.177
S. Umar,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
P. Iemmello,FW,4,0.407,1.750,0.000,0.184,0.593,62.636
K. Babacar,FW,9,0.371,1.667,0.111,0.000,0.629,63.906
M. Kanoute,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
R. Meggiorini,FW,10,0.341,2.100,0.100,0.000,0.659,63.974
S. Armenteros,FW,2,0.409,1.000,0.000,0.000,0.591,63.496
G. Scamacca,FW,1,0.455,2.000,1.000,1.000,0.545,64.883
E. Brignola,FW,13,0.458,2.154,0.077,0.000,0.542,65.387
F. Caicedo,FW,3,0.375,1.333,0.000,0.000,0.625,62.821
Y. Karamoh,FW,10,0.309,3.500,0.100,0.012,0.691,64.716
M. Léris,FW,1,0.364,2.000,0.000,1.000,0.636,64.464
F. Avenatti,FW,8,0.333,1.625,0.000,0.000,0.667,63.379
Iuri Medeiros,FW,11,0.500,4.182,0.091,0.412,0.500,67.687
M. Barrow,FW,6,0.531,2.000,0.000,0.725,0.469,65.611
Han Kwang-Song,FW,3,0.414,3.000,0.333,0.783,0.586,64.140
D. Ceter,FW,2,0.364,1.000,0.000,0.000,0.636,63.389
M. Diaby,FW,2,0.478,1.500,0.000,1.000,0.522,64.148
G. Rossi,FW,5,0.444,1.400,0.000,0.000,0.556,64.127
N. Sansone,FW,12,0.386,2.000,0.000,0.016,0.614,64.253
Ivi,FW,28,0.384,5.429,0.107,0.323,0.616,72.628
Iago Aspas,FW,33,0.425,3.455,0.152,0.253,0.575,71.602
Willian José,FW,30,0.475,2.700,0.133,0.238,0.525,71.051
C. Vela,FW,12,0.397,3.167,0.000,0.032,0.603,65.319
Juanmi,FW,12,0.457,1.250,0.083,0.000,0.543,64.509
Muniain,FW,10,0.480,3.000,0.300,0.362,0.520,66.762
Jorge Molina,FW,26,0.397,2.038,0.154,0.142,0.603,67.788
Iñaki Williams,FW,32,0.416,3.281,0.219,0.196,0.584,71.263
Aduriz,FW,22,0.379,1.727,0.000,0.000,0.621,65.396
Fernando Torres,FW,10,0.306,1.600,0.000,0.000,0.694,63.090
Á. Correa,FW,30,0.292,3.333,0.133,0.000,0.708,68.409
O. Kayode,FW,4,0.400,1.250,0.000,0.000,0.600,62.293
P. Piatti,FW,26,0.414,5.462,0.346,0.322,0.586,73.332
Léo Baptistão,FW,30,0.274,2.500,0.100,0.000,0.726,66.924
L. Muriel,FW,24,0.379,1.583,0.125,0.000,0.621,66.075
L. Messi,FW,38,0.453,5.632,0.237,0.435,0.547,76.361
Paco Alcácer,FW,9,0.452,1.222,0.111,0.165,0.548,64.472
K. Benzema,FW,22,0.449,2.227,0.182,0.145,0.551,67.849
Z. Bakkali,FW,20,0.268,2.550,0.100,0.000,0.732,64.785
Borja Valle,FW,9,0.457,1.667,0.111,0.000,0.543,64.593
Rodrigo,FW,30,0.326,2.500,0.100,0.000,0.674,67.740
J. Calleri,FW,29,0.298,2.207,0.034,0.000,0.702,66.428
S. Araújo,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
Rubén Sobrino,FW,11,0.400,1.818,0.000,0.064,0.600,64.225
C. Bakambu,FW,11,0.341,2.182,0.000,0.000,0.659,63.863
Guerrero,FW,5,0.423,1.200,0.200,0.000,0.577,64.189
Gerard Moreno,FW,36,0.459,3.556,0.222,0.402,0.541,73.228
Sergio García,FW,24,0.544,2.000,0.125,0.392,0.456,69.807
Álex Alegría,FW,4,0.333,1.000,0.000,0.000,0.667,61.916
Borja Bastón,FW,7,0.344,1.714,0.000,0.000,0.656,63.555
W. Ben Yedder,FW,18,0.367,1.611,0.000,0.000,0.633,64.413
A. Ndiaye,FW,27,0.360,2.444,0.111,0.000,0.640,67.485
Francis Guerrero,FW,12,0.263,4.667,0.500,0.000,0.737,66.397
Sergio León,FW,21,0.355,2.000,0.000,0.000,0.645,65.180
A. Sanabria,FW,5,0.400,1.000,0.000,0.000,0.600,63.725
Kike García,FW,27,0.260,1.963,0.000,0.000,0.740,64.990
Cristian Tello,FW,24,0.410,2.625,0.083,0.035,0.590,67.662
C. Bacca,FW,25,0.439,1.840,0.120,0.032,0.561,67.523
Adrián López,FW,28,0.351,3.250,0.036,0.059,0.649,68.470
Lucas Pérez,FW,34,0.380,4.206,0.382,0.284,0.620,72.986
L. Vietto,FW,13,0.500,1.231,0.077,0.177,0.500,65.329
Gonçalo Guedes,FW,32,0.429,3.969,0.156,0.287,0.571,72.366
Santi Mina,FW,18,0.429,1.611,0.111,0.000,0.571,65.503
Maxi Gómez,FW,26,0.481,2.269,0.154,0.255,0.519,69.565
C. Stuani,FW,12,0.361,1.333,0.000,0.000,0.639,63.444
Sergi Enrich,FW,10,0.462,1.900,0.100,0.240,0.538,65.209
Y. En-Nesyri,FW,14,0.327,2.500,0.143,0.000,0.673,64.641
L. Rémy,FW,13,0.458,2.154,0.154,0.402,0.542,66.265
L. Suárez,FW,36,0.583,3.306,0.333,0.428,0.417,75.463
O. Dembélé,FW,19,0.449,3.053,0.263,0.200,0.551,68.356
Sabin Merino,FW,6,0.310,1.500,0.000,0.000,0.690,63.326
Charles,FW,12,0.381,1.833,0.083,0.000,0.619,64.241
C. Beauvue,FW,14,0.293,1.500,0.000,0.000,0.707,63.006
Borja Mayoral,FW,2,0.409,1.000,0.000,0.000,0.591,63.496
Munir,FW,29,0.419,3.345,0.207,0.230,0.581,70.976
Ángel,FW,25,0.430,2.360,0.080,0.132,0.570,68.111
H. Toledo,FW,14,0.333,2.429,0.143,0.000,0.667,64.642
E. Ünal,FW,7,0.393,1.143,0.000,0.000,0.607,63.565
D. Rolán,FW,23,0.298,2.783,0.087,0.000,0.702,65.983
E. Boateng,FW,8,0.387,1.375,0.250,0.000,0.613,64.083
C. Santos,FW,2,0.364,1.000,0.500,0.000,0.636,63.683
J. Campbell,FW,6,0.444,2.667,0.000,0.445,0.556,65.147
A. Peñaranda,FW,9,0.312,1.333,0.000,0.000,0.688,62.988
K. Gameiro,FW,8,0.312,1.500,0.000,0.000,0.688,63.148
Nacho Gil,FW,16,0.370,2.125,0.125,0.000,0.630,65.016
José Naranjo,FW,7,0.412,2.000,0.143,0.000,0.588,64.409
Jon Bautista,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
Mario González,FW,1,0.364,2.000,0.000,1.000,0.636,64.464
Nano,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
Diego Costa,FW,9,0.389,1.778,0.000,0.000,0.611,63.898
M. Olunga,FW,3,0.458,1.333,0.000,0.654,0.542,63.468
R. Martínez,FW,3,0.385,2.000,0.000,0.000,0.615,63.040
Roger,FW,10,0.425,2.000,0.200,0.052,0.575,64.911
O. Etebo,FW,17,0.512,3.529,0.059,0.376,0.488,68.805
B. Ideye,FW,5,0.379,1.800,0.200,0.000,0.621,64.221
Loren Morón,FW,8,0.393,1.000,0.000,0.000,0.607,63.433
Choco Lozano,FW,5,0.353,2.800,0.400,0.264,0.647,65.001
Agirretxe,FW,2,0.409,1.000,0.000,0.000,0.591,63.496
I. Ezekiel,FW,8,0.297,2.125,0.000,0.000,0.703,63.420
I. Success,FW,8,0.381,2.750,0.125,0.000,0.619,64.653
Bueno,FW,6,0.548,1.833,0.167,0.481,0.452,65.637
Erik Expósito,FW,4,0.417,1.000,0.000,0.000,0.583,62.275
Rubén Castro,FW,2,0.435,1.500,0.000,0.529,0.565,63.861
Carlos Fernández,FW,1,0.348,3.000,0.000,1.000,0.652,64.547
Fahad Al Muwallad,FW,2,0.364,1.000,0.000,0.000,0.636,63.389
E. Demirović,FW,2,0.375,2.000,0.000,0.000,0.625,63.611
K. Ansarifard,FW,2,0.440,2.500,0.000,0.293,0.560,63.977
A. Jahanbakhsh,FW,2,0.385,3.000,0.500,0.529,0.615,64.330
S. Azmoun,FW,2,0.364,1.000,0.000,0.000,0.636,63.389
M. Taremi,FW,2,0.455,1.000,0.000,1.000,0.545,63.994
Gelson Martins,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
R. Kruse,FW,3,0.357,2.667,0.000,0.000,0.643,63.135
N. Jørgensen,FW,2,0.333,2.000,0.000,0.000,0.667,63.514
J. Farfán,FW,2,0.417,2.000,0.000,0.000,0.583,63.709
P. Guerrero,FW,3,0.417,1.333,0.000,0.000,0.583,62.961
A. Nabbout,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
T. Jurić,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
C. Pavón,FW,4,0.265,3.500,0.000,0.000,0.735,62.518
O. Ighalo,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
A. Musa,FW,3,0.333,3.333,0.000,0.134,0.667,63.317
R. Gíslason,FW,1,0.417,4.000,1.000,1.000,0.583,65.042
A. Gudmundsson,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
M. Ureña,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
D. Colindres,FW,2,0.333,3.500,0.000,0.000,0.667,63.807
M. Gavranović,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
H. Lozano,FW,4,0.310,2.250,0.000,0.000,0.690,62.266
R. Jiménez,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
Shin-Wook Kim,FW,1,0.429,1.000,0.000,1.000,0.571,64.441
Hwang Hee-Chan,FW,2,0.423,3.000,0.500,0.000,0.577,64.214
G. dos Santos,FW,1,0.381,1.000,0.000,1.000,0.619,64.383
J. Corona,FW,2,0.423,3.000,0.000,0.394,0.577,64.074
B. Pérez,FW,2,0.364,1.000,0.000,0.000,0.636,63.389
F. Ben Youssef,FW,3,0.346,2.000,0.000,0.000,0.654,62.911
A. Badri,FW,2,0.364,1.000,0.000,0.000,0.636,63.389
T. Usami,FW,1,0.429,8.000,0.000,1.000,0.571,65.159
