Player,PrimaryPosition,Games,GroundDuelAcc,AerialDuelAcc,GroundDuelsPG,ClearancesPG,FoulsPG,Consistency,SlidingTacklesPG,SlidingTackleAcc,InterceptionsPG,AnticipationRatio,Rating
Portillo,lam,33,0.411,0.338,5.36,0.242,0.848,0.313,0.03,0.375,3.15,0.250,68.032
F. Roncaglia,lcb,21,0.653,0.609,6.14,1.524,0.714,0.780,0.29,0.476,4.67,0.655,71.355
Sergi Gómez,rcb,33,0.633,0.606,5.82,2.455,0.455,0.637,0.64,0.583,4.82,0.795,77.080
R. Durmisi,rb,24,0.462,0.391,4.88,1.542,0.667,0.542,0.42,0.480,3.58,0.526,68.712
Cristian Tello,rs,32,0.424,0.393,3.22,0.031,0.469,0.271,0.19,0.476,1.62,0.379,67.556
A. Sanabria,st,17,0.500,0.477,1.71,0.176,0.647,0.459,0.35,0.429,0.47,0.375,64.470
Bóveda,lb,14,0.524,0.549,9.29,2.071,1.643,0.672,1.43,0.486,5.29,0.571,70.685
Vesga,rcm,12,0.326,0.581,5.92,0.833,1.333,0.381,0.42,0.350,3.33,0.450,63.952
Saborit,rb,19,0.561,0.611,7.84,2.579,1.053,0.549,0.68,0.393,4.95,0.615,70.858
Bebé,cam,9,0.561,0.450,2.89,0.111,0.889,0.724,0.00,0.400,1.00,0.214,63.870
Jordi Amat,rcb,25,0.539,0.569,6.00,2.520,1.520,0.582,0.36,0.417,4.24,0.743,70.773
Chuca,cam,4,0.300,0.375,1.25,0.000,0.750,0.000,0.25,0.375,0.75,0.400,60.580
A. Januzaj,cam,29,0.441,0.289,3.31,0.172,1.138,0.272,0.10,0.444,1.14,0.214,65.839
Íñigo Martínez,rb,28,0.608,0.610,5.57,3.071,1.107,0.615,1.07,0.578,5.68,0.763,75.686
P. Tytoń,gk,2,0.400,0.400,0.00,0.000,0.000,1.000,0.00,0.400,0.50,0.400,63.057
Lucas Pérez,st,35,0.440,0.224,3.60,0.057,0.771,0.247,0.11,0.368,1.17,0.174,67.343
F. Valverde,rcm,24,0.365,0.489,2.46,0.500,0.583,0.000,0.33,0.435,2.25,0.471,64.335
Diego Llorente,lcb,27,0.613,0.605,6.33,2.593,1.370,0.680,0.67,0.576,6.07,0.667,74.500
Gabriel,lcb,30,0.452,0.718,4.73,3.567,0.800,0.538,0.83,0.450,5.83,0.750,73.451
Andreas Pereira,cam,23,0.398,0.510,4.48,0.174,0.870,0.260,0.22,0.450,1.48,0.250,65.430
Filipe Luis,rb,22,0.638,0.646,7.86,1.182,0.818,0.704,0.82,0.545,4.91,0.441,73.508
K. Gameiro,st,25,0.500,0.276,2.04,0.160,0.360,0.264,0.00,0.400,1.04,0.235,64.806
Rober,rcb,25,0.503,0.493,5.36,2.120,0.760,0.578,0.28,0.500,5.28,0.625,70.277
T. Hernández,rb,13,0.481,0.600,6.85,0.692,0.923,0.344,0.62,0.391,3.46,0.462,66.398
Kiko Casilla,gk,10,0.438,0.526,0.10,0.600,0.000,1.000,0.00,0.400,1.80,0.438,63.234
Pedro López,lb,22,0.410,0.446,6.41,1.227,0.909,0.542,0.55,0.407,3.95,0.545,68.248
Samu García,cam,18,0.299,0.353,2.89,0.167,1.222,0.000,0.83,0.367,1.06,0.368,62.540
C. Beauvue,st,27,0.315,0.435,1.44,0.519,1.037,0.000,0.07,0.412,0.93,0.189,62.445
Bruno,rcb,19,0.627,0.656,6.26,3.947,1.000,0.721,0.11,0.353,4.89,0.710,70.493
D. Torres,cm,18,0.422,0.477,6.28,1.000,1.278,0.484,0.39,0.455,4.50,0.476,66.670
Munir,st,33,0.545,0.425,2.55,0.182,1.121,0.273,0.18,0.381,1.24,0.152,68.106
Iago Herrerín,gk,8,0.389,0.444,0.38,0.750,0.250,0.000,0.25,0.471,1.00,0.438,61.951
J. Mojica,rb,34,0.527,0.542,6.53,0.559,1.206,0.483,0.26,0.458,3.68,0.393,72.552
Iturraspe,lcm,30,0.420,0.583,4.90,1.367,1.000,0.464,0.37,0.423,5.13,0.552,69.899
Ager Aketxe,lam,3,0.450,0.375,1.67,0.000,0.333,0.000,0.00,0.400,0.67,0.400,61.958
Sabin Merino,rs,13,0.429,0.429,2.08,0.538,0.462,0.000,0.00,0.400,1.62,0.333,62.030
G. Escalante,lcm,27,0.545,0.593,5.22,0.556,0.889,0.512,0.37,0.440,3.81,0.481,70.343
Daniel Carriço,lcb,6,0.500,0.514,7.50,2.333,0.833,0.634,0.33,0.471,5.50,0.526,65.868
J. Correa,ram,21,0.465,0.492,4.71,0.333,1.190,0.388,0.33,0.409,1.52,0.370,66.098
J. Geis,cdm,14,0.467,0.448,4.29,1.071,0.643,0.349,0.50,0.364,3.79,0.526,65.218
A. Aquilani,cm,21,0.435,0.524,4.76,0.714,0.952,0.202,0.57,0.519,3.29,0.444,66.910
Aythami Artiles,rcb,3,0.444,0.591,4.00,4.667,0.000,0.205,0.33,0.375,6.00,0.438,63.511
Keko,lam,21,0.400,0.452,7.14,0.238,1.667,0.473,0.48,0.320,2.48,0.310,66.461
F. Ricca,rb,14,0.541,0.632,8.57,2.071,1.286,0.657,2.21,0.565,5.00,0.676,72.546
L. Rémy,rs,23,0.391,0.453,1.35,0.130,0.957,0.063,0.00,0.400,0.78,0.300,62.338
Miguel Cifuentes,lb,2,0.419,0.421,8.00,0.000,2.000,0.871,1.50,0.389,3.00,0.400,64.351
Vicente Gómez,cm,25,0.422,0.612,3.48,0.400,0.960,0.427,1.12,0.488,2.48,0.417,68.860
L. Suárez,rs,38,0.432,0.527,2.53,0.763,1.474,0.190,0.05,0.353,1.76,0.169,67.849
Mario Hermoso,rb,22,0.584,0.603,3.91,3.227,0.909,0.538,0.18,0.474,6.23,0.625,69.789
Víctor Sánchez,lcm,30,0.503,0.658,11.77,1.833,2.300,0.583,1.23,0.481,5.87,0.772,77.416
O. Dembélé,lw,21,0.438,0.370,2.76,0.048,0.524,0.243,0.14,0.389,1.19,0.321,63.952
Marc Navarro,lb,19,0.495,0.464,4.53,0.684,0.737,0.451,0.32,0.333,3.32,0.389,66.183
Dídac Vilá,rb,14,0.631,0.524,6.29,1.286,1.143,0.528,1.36,0.647,3.86,0.500,70.246
L. Carole,rb,6,0.481,0.361,6.50,2.667,0.667,0.593,0.33,0.412,8.00,0.409,65.419
W. Montoya,lam,1,0.429,0.474,6.00,2.000,3.000,1.000,0.00,0.400,2.00,0.375,64.263
F. Vázquez,cam,30,0.451,0.515,4.60,0.233,1.533,0.500,0.57,0.500,1.50,0.333,69.396
Aleix García,cm,19,0.478,0.600,2.74,0.474,0.421,0.289,0.11,0.412,2.79,0.550,65.029
M. Olunga,st,14,0.550,0.453,1.79,0.286,0.929,0.393,0.00,0.400,0.57,0.316,63.411
C. Pantilimon,gk,6,0.375,0.471,0.17,0.000,0.000,1.000,0.00,0.400,1.17,0.400,62.744
Fernando Navarro,rb,16,0.522,0.577,6.12,1.875,1.312,0.631,0.75,0.519,4.81,0.538,68.830
A. Arribas,lcb,3,0.463,0.462,8.67,2.000,2.000,0.884,0.33,0.438,6.00,0.474,63.994
R. Boudebouz,lam,27,0.487,0.411,3.63,0.148,0.741,0.266,0.33,0.375,1.78,0.269,66.937
D. Siovas,rb,24,0.642,0.717,6.83,2.458,1.208,0.641,1.21,0.545,6.12,0.803,75.421
Gálvez,lcb,22,0.566,0.581,8.95,3.045,1.727,0.772,0.59,0.357,6.09,0.682,72.612
D. Brašanac,lcm,23,0.504,0.517,4.70,0.435,0.783,0.369,0.57,0.464,1.91,0.412,68.161
José Naranjo,rw,16,0.435,0.444,2.94,0.188,0.688,0.387,0.06,0.438,1.38,0.304,63.493
Arbilla,rb,29,0.514,0.605,4.52,2.759,0.862,0.470,0.76,0.459,7.17,0.690,72.809
R. Varane,lb,34,0.551,0.727,3.62,2.500,0.618,0.508,0.06,0.353,5.26,0.600,72.372
Dani Ceballos,cam,11,0.412,0.471,3.27,0.000,0.636,0.501,0.18,0.412,1.18,0.350,63.177
Mario,lb,32,0.496,0.659,10.44,2.156,1.438,0.698,0.22,0.409,6.94,0.600,75.446
D. Cheryshev,ram,29,0.400,0.517,4.14,0.241,0.931,0.429,0.17,0.350,1.97,0.400,66.915
Marc Roca,rcm,8,0.537,0.368,3.25,1.000,0.750,0.152,0.38,0.444,2.12,0.400,63.924
Chory Castro,ram,26,0.483,0.606,5.23,0.654,0.885,0.620,0.62,0.484,3.12,0.393,70.274
E. Rolón,cm,8,0.400,0.407,3.75,1.125,1.375,0.190,0.50,0.421,2.62,0.389,63.250
D. Rolán,rs,26,0.507,0.337,5.04,0.269,1.077,0.502,0.19,0.450,1.81,0.154,67.780
Brais Méndez,lam,20,0.343,0.463,2.60,0.350,0.900,0.000,0.35,0.455,1.65,0.280,62.961
J. Montero,ram,4,0.389,0.444,0.75,0.000,0.250,0.000,0.00,0.400,0.75,0.375,60.821
David García,lb,11,0.564,0.537,5.73,2.182,1.182,0.573,0.64,0.455,4.27,0.609,67.120
H. Toledo,ls,15,0.388,0.273,2.27,0.133,0.600,0.131,0.00,0.400,1.00,0.292,61.563
Zubeldía,cm,25,0.556,0.593,5.88,0.520,0.800,0.459,0.56,0.448,3.12,0.593,70.578
Andoni Gorosabel,lb,2,0.469,0.444,8.50,0.500,0.500,0.486,0.00,0.400,3.00,0.353,63.896
De La Bella,rb,17,0.534,0.574,6.94,1.588,1.235,0.532,1.00,0.406,5.53,0.600,69.607
Jon Bautista,st,10,0.381,0.371,0.60,0.000,0.600,0.000,0.00,0.400,0.10,0.353,60.708
David Juncà,rb,15,0.424,0.583,4.67,1.133,1.067,0.286,0.07,0.438,4.07,0.438,64.513
R. Soriano,cam,22,0.451,0.386,4.45,0.136,1.636,0.361,0.05,0.438,1.41,0.286,64.817
G. Maripán,rcb,19,0.614,0.584,6.84,4.053,0.789,0.567,0.58,0.462,6.37,0.719,71.862
Rubén Duarte,rb,24,0.533,0.513,9.46,2.125,1.958,0.702,1.42,0.510,6.83,0.773,75.045
Borja Herrera,rb,3,0.407,0.458,4.00,1.000,0.333,0.654,0.33,0.375,3.00,0.375,62.990
Raúl García,rb,19,0.503,0.429,6.84,2.105,0.526,0.564,0.42,0.478,4.95,0.571,69.235
Ramalho,lb,26,0.473,0.589,5.12,3.154,0.846,0.506,0.19,0.450,5.96,0.625,70.264
M. Moreno,rs,2,0.389,0.375,1.50,0.000,0.500,0.000,0.00,0.400,0.50,0.400,62.679
Nano,st,9,0.457,0.345,2.22,0.000,0.889,0.000,0.44,0.368,0.44,0.300,62.308
Rafa Navarro,lb,3,0.375,0.364,5.67,1.667,0.667,0.331,1.33,0.421,2.00,0.438,63.567
Rubén Blanco,gk,22,0.333,0.609,0.14,0.500,0.182,0.000,0.00,0.400,1.59,0.400,61.849
Jaume,gk,5,0.400,0.500,0.00,0.000,0.400,1.000,0.00,0.400,1.20,0.400,62.936
Rubén Pardo,rcm,6,0.296,0.526,2.00,0.000,0.333,0.000,0.50,0.389,2.00,0.412,62.255
A. Hakimi,lb,12,0.528,0.512,9.17,1.333,0.917,0.688,0.33,0.421,3.92,0.538,67.750
Sergio Sánchez,lb,2,0.400,0.471,5.00,1.500,1.000,0.823,1.00,0.412,3.00,0.438,64.047
Miguel Torres,rb,8,0.521,0.586,7.25,3.000,1.000,0.619,0.12,0.375,5.50,0.526,66.095
A. Peñaranda,st,13,0.426,0.360,3.54,0.154,2.154,0.199,0.15,0.412,1.00,0.333,62.171
Luna,rb,23,0.447,0.604,6.74,1.826,1.087,0.467,0.48,0.423,6.26,0.478,69.577
A. Katai,lcm,3,0.435,0.375,2.67,0.000,0.667,0.000,0.00,0.400,0.00,0.400,61.981
Lombán,rcb,13,0.591,0.667,3.92,3.154,0.846,0.553,0.54,0.409,5.08,0.609,67.637
R. Guerra,lcm,4,0.429,0.400,1.50,0.250,0.250,0.108,0.00,0.400,0.75,0.375,61.201
Gerard Valentín,lb,3,0.564,0.391,8.00,0.667,0.667,0.658,0.33,0.438,2.00,0.389,63.955
M. Lacen,rcm,19,0.508,0.524,6.16,0.526,1.000,0.519,0.32,0.381,2.00,0.500,67.257
J. Campbell,lw,10,0.438,0.304,1.70,0.000,0.700,0.000,0.30,0.389,0.60,0.300,61.814
Albentosa,lcb,20,0.481,0.720,4.45,3.350,0.850,0.639,1.00,0.429,5.20,0.700,70.444
F. Uzoho,gk,5,0.400,0.375,0.00,0.400,0.000,1.000,0.00,0.400,0.80,0.400,62.976
Carlos Calderón,ram,1,0.471,0.353,2.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,64.142
Andrés,gk,4,0.400,0.438,0.00,0.250,0.000,1.000,0.00,0.400,0.50,0.400,61.591
D. Bonera,lb,15,0.512,0.620,4.73,3.733,1.000,0.585,0.33,0.550,5.07,0.640,68.020
Y. Bounou,gk,30,0.381,0.565,0.20,0.333,0.067,0.000,0.07,0.412,1.97,0.400,64.353
Adrián Diéguez,rb,6,0.453,0.500,10.00,2.167,2.833,0.599,0.83,0.450,4.67,0.667,66.097
Sergi Samper,lcm,2,0.448,0.438,7.00,0.000,1.000,1.000,1.50,0.389,1.50,0.389,64.461
Raúl Lizoáin,gk,11,0.389,0.471,0.27,0.182,0.000,0.000,0.00,0.400,0.91,0.438,61.128
Edu Expósito,lcm,3,0.500,0.353,2.33,0.333,0.667,0.567,0.67,0.412,1.00,0.400,62.979
Timor,rcm,17,0.436,0.651,3.71,1.176,1.059,0.335,0.65,0.423,4.12,0.500,66.007
S. Moore,lb,6,0.449,0.450,5.67,1.333,1.167,0.360,0.67,0.474,4.50,0.438,64.778
M. Olivera,rb,3,0.357,0.484,4.33,1.000,0.667,0.123,0.00,0.400,2.00,0.400,62.304
Imanol Sarriegi,lcm,3,0.409,0.400,2.33,0.000,0.333,0.293,0.00,0.400,1.33,0.400,62.143
Dani Raba,lam,21,0.403,0.383,5.19,0.381,1.190,0.286,0.62,0.429,2.29,0.258,65.954
A. Fernández,rcm,5,0.435,0.435,1.60,0.000,0.200,0.000,0.00,0.400,1.60,0.400,62.522
Jesús Vallejo,lcb,7,0.708,0.556,7.14,2.286,0.286,0.756,1.14,0.565,4.29,0.571,68.699
Mikel Rico,rcm,16,0.416,0.463,5.38,0.438,1.188,0.470,0.81,0.464,3.81,0.429,66.273
Oier,gk,26,0.389,0.677,0.12,0.346,0.154,0.000,0.00,0.400,1.69,0.400,63.405
E. Cabaco,lcb,14,0.461,0.633,4.36,3.214,1.071,0.397,1.00,0.448,4.79,0.545,67.438
Pau Torres,rb,2,0.350,0.450,2.50,0.500,1.000,0.000,0.00,0.400,2.00,0.400,62.744
Carles Gil,lam,10,0.435,0.318,3.10,0.200,0.300,0.159,0.10,0.438,1.80,0.273,62.637
M. El Id,cdm,2,0.412,0.542,1.00,0.000,0.500,1.000,0.50,0.375,4.50,0.400,63.475
Martín,lb,21,0.494,0.558,7.29,2.190,0.857,0.508,0.33,0.455,5.76,0.471,69.749
Adrián Marín,rb,3,0.381,0.474,9.00,1.000,2.000,0.733,1.00,0.444,4.33,0.500,63.969
Mario González,rs,2,0.400,0.474,0.00,0.000,0.000,1.000,0.00,0.400,0.50,0.400,63.089
Etxeita,lcb,5,0.353,0.400,3.80,3.000,2.000,0.341,0.40,0.353,7.00,0.526,63.581
Sergio Asenjo,gk,23,0.364,0.700,0.30,0.348,0.174,0.000,0.04,0.438,2.00,0.400,62.886
Dani Pacheco,ram,10,0.435,0.353,0.80,0.200,0.000,0.000,0.10,0.375,0.50,0.400,61.583
Julio Gracia,lam,2,0.438,0.375,0.50,0.000,0.000,1.000,0.00,0.400,0.50,0.400,63.179
Aitor Ruibal,rw,2,0.412,0.333,1.00,0.000,0.500,1.000,0.00,0.400,0.00,0.375,63.084
Ferrán Torres,lam,12,0.450,0.533,2.08,0.083,0.333,0.036,0.17,0.471,0.33,0.300,62.666
S. Lukić,cm,16,0.420,0.524,4.56,0.562,1.500,0.450,0.25,0.421,3.19,0.364,64.581
Ó. Duarte,rcb,13,0.486,0.702,4.23,3.615,0.692,0.484,0.08,0.375,4.31,0.571,66.029
Miquel,rb,20,0.482,0.560,7.55,3.550,2.100,0.552,0.25,0.400,6.85,0.667,69.237
José Arnáiz,rw,1,0.400,0.400,0.00,0.000,1.000,1.000,1.00,0.438,1.00,0.400,64.165
G. Peñalba,cm,7,0.446,0.615,5.86,2.000,1.286,0.370,0.71,0.450,5.71,0.444,65.322
F. Orellana,cam,17,0.394,0.296,3.29,0.118,1.059,0.108,0.12,0.353,2.06,0.231,62.209
M. Iturra,lcm,20,0.474,0.547,9.05,0.700,2.100,0.583,2.05,0.429,3.75,0.500,72.383
E. Martínez,gk,5,0.400,0.412,0.00,0.200,0.000,1.000,0.00,0.400,2.00,0.400,63.024
Diego Costa,rs,19,0.427,0.505,3.53,0.474,1.526,0.113,0.26,0.350,1.63,0.229,63.548
Laguardia,lb,17,0.600,0.694,3.82,4.118,0.588,0.552,0.94,0.452,7.12,0.625,70.622
Bueno,st,11,0.367,0.310,1.36,0.182,0.273,0.000,0.18,0.353,0.55,0.375,61.106
Rubén Castro,rs,10,0.476,0.348,0.60,0.100,0.100,0.293,0.00,0.400,0.20,0.333,62.042
One,rcb,1,0.450,0.438,5.00,3.000,1.000,1.000,1.00,0.438,5.00,0.438,64.685
Roger,st,17,0.358,0.418,2.24,0.176,1.000,0.000,0.47,0.435,0.82,0.276,62.350
R. Martínez,rs,8,0.391,0.385,1.00,0.125,0.750,0.000,0.00,0.400,0.38,0.353,61.193
Diego López,gk,10,0.375,0.438,0.10,0.200,0.100,1.000,0.00,0.400,1.60,0.400,62.452
E. Demirović,st,3,0.423,0.438,3.67,0.667,1.667,0.083,0.00,0.400,1.67,0.333,62.132
Erik Expósito,st,10,0.400,0.520,2.00,0.400,0.400,0.314,0.00,0.400,1.60,0.333,62.312
Jaime Sierra,cdm,2,0.450,0.438,2.50,0.000,0.500,1.000,0.00,0.400,0.00,0.438,63.373
Toño,gk,4,0.375,0.438,0.25,0.000,0.000,1.000,0.00,0.400,1.50,0.400,61.536
Jon Guridi,ram,4,0.421,0.375,1.00,0.000,0.000,0.000,0.00,0.400,0.50,0.438,60.994
R. Mazáň,rb,2,0.417,0.438,4.50,0.000,1.000,0.717,0.00,0.400,2.00,0.471,63.366
Yeray,lb,8,0.581,0.522,5.88,1.375,1.625,0.651,0.75,0.476,5.62,0.526,66.452
Andoni López,rb,1,0.391,0.500,8.00,2.000,3.000,1.000,0.00,0.400,7.00,0.400,64.389
Loren Morón,st,15,0.324,0.449,3.73,0.467,1.733,0.191,0.13,0.412,1.87,0.200,61.928
M. Layún,lb,20,0.412,0.552,6.05,1.100,0.650,0.507,0.50,0.400,4.05,0.522,67.618
O. Etebo,st,17,0.437,0.577,6.12,0.529,1.412,0.553,0.53,0.500,4.18,0.323,66.895
B. Ideye,rs,13,0.400,0.377,0.77,0.769,0.923,0.000,0.00,0.400,0.92,0.259,60.948
M. Aguirregaray,rb,15,0.487,0.457,6.80,1.333,1.200,0.585,0.67,0.480,4.40,0.524,67.705
I. Success,ls,9,0.444,0.379,3.33,0.000,1.667,0.259,0.00,0.400,1.33,0.304,62.192
J. Firpo,rb,14,0.487,0.556,7.14,1.714,1.357,0.393,0.21,0.444,5.21,0.586,66.609
Choco Lozano,st,14,0.318,0.540,2.07,0.071,1.214,0.000,0.21,0.389,0.57,0.273,61.033
Y. Mina,lcb,8,0.590,0.657,5.75,2.750,1.375,0.741,0.50,0.474,4.50,0.550,66.810
M. Flamini,lcm,8,0.396,0.611,4.75,0.625,2.000,0.094,1.38,0.385,2.25,0.450,64.409
M. Ndockyt,rcm,6,0.348,0.476,1.33,0.000,0.667,0.000,0.17,0.375,0.67,0.412,61.762
Eloi Amagat,ram,2,0.412,0.400,1.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,63.174
M. Lestienne,lcm,12,0.420,0.400,2.92,0.417,0.250,0.364,0.08,0.438,1.67,0.375,63.108
Rubén Rochina,lcm,6,0.469,0.353,2.83,0.000,0.500,0.491,0.33,0.353,0.33,0.353,63.322
I. Ezekiel,st,10,0.590,0.257,2.40,0.300,0.600,0.525,0.00,0.400,0.50,0.368,63.612
S. Muntari,rcm,8,0.457,0.579,3.88,0.750,1.375,0.337,1.50,0.481,4.25,0.375,65.522
Pedro León,lam,12,0.434,0.500,3.17,0.750,1.000,0.382,0.17,0.412,3.17,0.333,63.458
Mozo,rcm,1,0.423,0.438,11.00,0.000,2.000,1.000,0.00,0.400,3.00,0.400,64.500
Moyà,gk,9,0.353,0.471,0.22,1.000,0.111,0.000,0.00,0.400,2.00,0.400,61.245
Guilherme Arana,rb,3,0.536,0.421,4.33,1.333,0.667,0.134,0.33,0.375,4.00,0.471,63.121
M. Koval,gk,2,0.353,0.400,1.00,0.000,0.500,0.000,0.50,0.375,0.50,0.400,62.768
Koke,gk,2,0.400,0.400,0.00,1.000,0.500,1.000,0.00,0.400,1.00,0.400,63.096
Hugo Duro,rs,2,0.438,0.444,0.50,0.000,0.500,1.000,0.00,0.400,0.00,0.400,63.141
Carlos Isaac,lb,1,0.318,0.471,7.00,0.000,2.000,1.000,1.00,0.375,1.00,0.400,64.379
Toni Moya,cdm,1,0.400,0.400,0.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,63.962
Dani Giménez,gk,4,0.438,0.500,0.25,0.500,0.000,1.000,0.00,0.400,0.25,0.400,61.862
K. Soni,cam,2,0.421,0.438,2.00,0.000,0.500,0.293,0.00,0.400,0.00,0.400,62.946
A. Abeid,rb,1,0.435,0.389,8.00,1.000,1.000,1.000,1.00,0.438,5.00,0.400,64.724
Iván Rodríguez,lb,1,0.444,0.400,3.00,0.000,1.000,1.000,0.00,0.400,1.00,0.400,64.125
Sergio Arribas,rcm,1,0.471,0.353,2.00,0.000,0.000,1.000,0.00,0.400,1.00,0.400,64.152
Carlos Fernández,st,2,0.391,0.455,4.00,0.000,2.000,0.529,0.50,0.375,1.50,0.353,63.252
Barri,cm,2,0.360,0.381,5.00,1.500,1.000,0.100,0.00,0.400,1.50,0.438,63.115
J. Cillessen,gk,1,0.400,0.400,0.00,1.000,0.000,1.000,0.00,0.400,1.00,0.400,64.019
Pedro López,gk,5,0.400,0.400,0.00,0.800,0.000,1.000,0.00,0.400,1.20,0.400,63.090
Yoel,gk,1,0.375,0.400,1.00,2.000,0.000,1.000,0.00,0.400,6.00,0.400,64.143
Antonio Sivera,gk,1,0.400,0.400,0.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,63.962
A. Werner,gk,1,0.400,0.400,0.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,63.962
Alberto Redondo,lb,1,0.455,0.444,18.00,0.000,4.000,1.000,2.00,0.353,10.00,0.438,65.331
David Alba,rb,1,0.381,0.400,6.00,3.000,3.000,1.000,0.00,0.400,2.00,0.438,64.241
Miguel,rb,1,0.421,0.526,4.00,1.000,1.000,1.000,0.00,0.400,1.00,0.438,64.230
A. Sané,lam,1,0.500,0.444,5.00,0.000,1.000,1.000,0.00,0.400,0.00,0.400,64.297
N. Champagne,gk,2,0.400,0.438,0.00,1.000,0.000,1.000,0.00,0.400,0.00,0.400,63.150
Fahad Al Muwallad,ls,5,0.440,0.368,2.00,0.000,1.000,0.264,0.20,0.375,0.60,0.333,62.712
Asier Riesgo,gk,1,0.400,0.438,0.00,0.000,0.000,1.000,0.00,0.400,1.00,0.400,63.982
Víctor López,lb,1,0.545,0.353,7.00,2.000,0.000,1.000,0.00,0.400,2.00,0.400,64.612
Alberto López,rb,1,0.435,0.438,8.00,2.000,0.000,1.000,1.00,0.375,2.00,0.400,64.787
Mujaid Sadick,lb,2,0.435,0.400,4.00,1.000,0.000,0.000,0.00,0.400,4.00,0.471,63.268
Carlos Martínez,lb,1,0.375,0.438,1.00,0.000,1.000,1.000,1.00,0.375,0.00,0.400,64.164
Dani Molina,ram,1,0.400,0.400,0.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,63.962
Lara,ram,1,0.438,0.400,1.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,64.060
Alex Robles,lb,1,0.462,0.412,11.00,4.000,3.000,1.000,1.00,0.438,7.00,0.400,64.958
Juan Cruz,lw,1,0.438,0.400,1.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,64.060
Xesc Regis,lw,1,0.438,0.400,1.00,0.000,0.000,1.000,0.00,0.400,0.00,0.400,64.060
Serantes,gk,1,0.400,0.375,0.00,0.000,0.000,1.000,0.00,0.400,2.00,0.400,63.978
L. Zidane,gk,1,0.375,0.471,1.00,0.000,0.000,1.000,0.00,0.400,2.00,0.400,64.025
Salem Al Dawsari,ram,4,0.529,0.409,4.75,0.000,1.250,0.742,1.00,0.421,2.25,0.292,63.312
Mohammad Al Sahlawi,st,2,0.545,0.345,3.50,0.000,1.000,0.871,0.50,0.438,0.00,0.375,63.774
Abdullah Otayf,cm,3,0.425,0.375,8.33,1.000,1.000,0.556,0.33,0.375,5.33,0.450,63.526
I. Kutepov,lcb,5,0.513,0.574,4.80,5.400,1.000,0.521,0.80,0.368,7.20,0.571,65.986
Yasir Al Shahrani,rb,3,0.500,0.381,5.00,3.000,1.333,0.128,0.67,0.471,4.33,0.421,63.486
Salman Al Faraj,rcm,3,0.438,0.450,5.67,1.000,0.667,0.345,0.00,0.400,5.00,0.471,62.958
Mário Fernandes,lb,5,0.439,0.596,8.40,2.600,1.000,0.301,0.80,0.474,5.20,0.500,65.778
Taisir Al Jassim,lcm,2,0.400,0.333,5.00,0.500,1.500,1.000,1.00,0.353,1.00,0.412,63.833
Omar Hawsawi,rb,1,0.381,0.471,6.00,4.000,1.000,1.000,1.00,0.375,3.00,0.438,64.668
A. Dzagoev,cam,2,0.412,0.471,1.00,0.000,0.000,0.000,0.00,0.400,0.50,0.400,62.778
R. Zobnin,cm,5,0.455,0.633,10.20,1.000,2.000,0.530,1.40,0.409,8.60,0.526,66.572
Y. Gazinskiy,cm,4,0.323,0.440,4.00,1.250,1.250,0.281,0.50,0.412,4.25,0.400,61.904
Y. Zhirkov,rcm,3,0.394,0.560,6.00,2.333,1.000,0.000,0.33,0.438,3.33,0.438,63.034
Mohammed Al Burayk,lb,3,0.543,0.379,6.67,1.333,0.000,0.689,0.33,0.375,5.67,0.526,63.963
Abdullah Al Mayouf,gk,1,0.400,0.400,0.00,0.000,0.000,1.000,0.00,0.400,3.00,0.400,63.994
Yahya Al Shehri,lam,2,0.333,0.353,1.50,0.000,0.000,1.000,1.50,0.389,1.00,0.375,63.719
Osama Hawsawi,lb,3,0.487,0.417,8.00,3.000,1.000,0.746,1.00,0.389,6.00,0.526,64.531
D. Kuzyaev,lcm,5,0.426,0.429,6.40,1.000,1.200,0.184,0.60,0.389,2.80,0.412,64.229
Hattan Bahbir,lam,3,0.368,0.400,1.33,0.000,0.333,0.000,0.33,0.375,0.67,0.333,61.849
Muhannad Asiri,rs,2,0.400,0.429,0.00,0.500,0.000,1.000,0.00,0.400,0.50,0.400,63.113
Mohamed Abdel-Shafi,rb,3,0.545,0.333,6.00,1.333,0.667,0.633,0.00,0.400,5.33,0.526,63.505
Trézéguet,ram,3,0.308,0.577,8.00,0.333,1.667,0.134,0.00,0.400,3.33,0.353,62.527
Marwan Mohsen,st,3,0.435,0.463,2.67,1.333,1.333,0.667,0.00,0.400,3.33,0.316,62.582
G. De Arrascaeta,cam,2,0.421,0.438,2.00,0.500,0.500,1.000,0.00,0.400,1.00,0.375,63.315
G. Varela,lb,2,0.440,0.400,5.00,0.500,0.000,0.151,0.50,0.375,3.00,0.375,63.580
Abdallah Said,cam,3,0.485,0.357,6.00,0.333,0.000,0.858,0.00,0.400,3.67,0.444,63.398
Tarek Hamed,rcm,3,0.488,0.455,8.67,1.000,2.333,0.376,1.00,0.444,4.67,0.455,63.965
